is_demo_data,record_id,centre_id,centre_name,distance_km,crop_type,quantity_kg,time_slot,weighbridges_active,centre_capacity_mt,current_utilization_ratio,queue_length_at_arrival,diversion_active,crop_compatible,actual_wait_time_minutes,disclaimer
TRUE,DEMO-00340,C-02,Centre B - Singur Agro Hub,17.1,Potato,1130.0,16:00 - 18:00,4,100,0.6,1,0,1,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00341,C-06,Centre F - Guskara Sub-Mandi,26.6,Wheat,3340.0,12:00 - 14:00,2,40,0.58,7,1,0,76.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00342,C-04,Centre D - Ranaghat Krishak Mandi,39.3,Potato,620.0,12:00 - 14:00,3,90,0.87,11,0,0,43.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00343,C-03,Centre C - Memari Procurement Depot,23.0,Paddy,2110.0,14:00 - 16:00,2,60,0.37,3,0,1,23.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00344,C-01,Centre A - Burdwan Mandi,34.2,Mustard,2490.0,16:00 - 18:00,3,80,0.88,9,0,1,53.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00345,C-03,Centre C - Memari Procurement Depot,39.4,Maize,3000.0,08:00 - 10:00,2,60,0.23,8,0,1,48.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00346,C-01,Centre A - Burdwan Mandi,11.4,Maize,1620.0,14:00 - 16:00,3,80,0.33,2,0,1,11.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00347,C-03,Centre C - Memari Procurement Depot,26.9,Wheat,2070.0,16:00 - 18:00,2,60,0.55,2,0,0,23.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00348,C-01,Centre A - Burdwan Mandi,7.3,Mustard,3030.0,08:00 - 10:00,3,80,0.52,1,0,1,21.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00349,C-04,Centre D - Ranaghat Krishak Mandi,39.9,Paddy,1200.0,10:00 - 12:00,3,90,0.88,14,0,1,54.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00350,C-03,Centre C - Memari Procurement Depot,19.0,Paddy,1210.0,08:00 - 10:00,2,60,0.73,2,0,1,14.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00351,C-06,Centre F - Guskara Sub-Mandi,2.0,Potato,1770.0,08:00 - 10:00,2,40,0.26,2,1,0,43.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00352,C-06,Centre F - Guskara Sub-Mandi,44.5,Wheat,1590.0,08:00 - 10:00,2,40,0.26,1,1,0,38.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00353,C-04,Centre D - Ranaghat Krishak Mandi,6.4,Potato,1410.0,08:00 - 10:00,3,90,0.4,4,0,0,21.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00354,C-06,Centre F - Guskara Sub-Mandi,24.8,Paddy,230.0,08:00 - 10:00,2,40,0.69,4,1,1,30.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00355,C-06,Centre F - Guskara Sub-Mandi,41.6,Paddy,2230.0,10:00 - 12:00,2,40,0.52,3,1,1,53.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00356,C-01,Centre A - Burdwan Mandi,17.1,Maize,1620.0,14:00 - 16:00,3,80,0.81,2,0,1,14.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00357,C-06,Centre F - Guskara Sub-Mandi,25.8,Potato,2180.0,10:00 - 12:00,2,40,0.65,9,1,0,70.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00358,C-06,Centre F - Guskara Sub-Mandi,24.3,Wheat,1880.0,10:00 - 12:00,2,40,0.77,4,1,0,46.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00359,C-01,Centre A - Burdwan Mandi,18.6,Paddy,1000.0,14:00 - 16:00,3,80,0.68,1,0,1,9.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00360,C-03,Centre C - Memari Procurement Depot,18.6,Wheat,2970.0,10:00 - 12:00,2,60,0.5,7,0,0,48.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00361,C-02,Centre B - Singur Agro Hub,2.7,Mustard,420.0,08:00 - 10:00,4,100,0.37,1,0,1,8.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00362,C-05,Centre E - Kalyani Storage & Hub,35.0,Wheat,1600.0,16:00 - 18:00,2,50,0.48,3,0,1,23.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00363,C-05,Centre E - Kalyani Storage & Hub,13.9,Maize,1220.0,10:00 - 12:00,2,50,0.57,3,0,1,20.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00364,C-04,Centre D - Ranaghat Krishak Mandi,15.3,Maize,1640.0,08:00 - 10:00,3,90,0.94,7,1,0,59.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00365,C-01,Centre A - Burdwan Mandi,21.5,Mustard,2210.0,08:00 - 10:00,3,80,0.41,6,0,1,28.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00366,C-06,Centre F - Guskara Sub-Mandi,9.0,Paddy,3340.0,08:00 - 10:00,2,40,0.58,7,1,1,74.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00367,C-06,Centre F - Guskara Sub-Mandi,18.0,Wheat,2670.0,10:00 - 12:00,2,40,0.87,13,1,0,106.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00368,C-04,Centre D - Ranaghat Krishak Mandi,4.7,Wheat,2550.0,16:00 - 18:00,3,90,0.63,0,0,1,17.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00369,C-04,Centre D - Ranaghat Krishak Mandi,4.4,Maize,3040.0,12:00 - 14:00,3,90,0.29,2,0,0,27.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00370,C-06,Centre F - Guskara Sub-Mandi,33.9,Potato,210.0,10:00 - 12:00,2,40,0.86,5,1,0,48.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00371,C-04,Centre D - Ranaghat Krishak Mandi,41.6,Wheat,790.0,14:00 - 16:00,3,90,0.95,10,1,1,68.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00372,C-04,Centre D - Ranaghat Krishak Mandi,12.7,Paddy,3220.0,12:00 - 14:00,3,90,0.42,6,0,1,34.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00373,C-05,Centre E - Kalyani Storage & Hub,23.6,Wheat,3180.0,08:00 - 10:00,2,50,0.3,7,0,1,53.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00374,C-01,Centre A - Burdwan Mandi,35.3,Mustard,1230.0,12:00 - 14:00,3,80,0.22,4,0,1,16.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00375,C-03,Centre C - Memari Procurement Depot,26.2,Paddy,1200.0,12:00 - 14:00,2,60,0.67,4,0,1,20.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00376,C-02,Centre B - Singur Agro Hub,8.5,Maize,3280.0,10:00 - 12:00,4,100,0.17,7,0,0,27.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00377,C-06,Centre F - Guskara Sub-Mandi,2.1,Potato,2370.0,12:00 - 14:00,2,40,0.85,6,1,0,66.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00378,C-02,Centre B - Singur Agro Hub,43.3,Mustard,3410.0,14:00 - 16:00,4,100,0.27,2,0,1,23.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00379,C-01,Centre A - Burdwan Mandi,19.8,Paddy,3160.0,16:00 - 18:00,3,80,0.53,3,0,1,24.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00380,C-06,Centre F - Guskara Sub-Mandi,27.5,Mustard,410.0,08:00 - 10:00,2,40,0.7,2,1,1,29.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00381,C-03,Centre C - Memari Procurement Depot,41.8,Wheat,1500.0,12:00 - 14:00,2,60,0.84,3,0,0,20.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00382,C-02,Centre B - Singur Agro Hub,6.7,Paddy,550.0,16:00 - 18:00,4,100,0.52,1,0,1,5.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00383,C-01,Centre A - Burdwan Mandi,43.5,Maize,890.0,12:00 - 14:00,3,80,0.41,2,0,1,11.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00384,C-06,Centre F - Guskara Sub-Mandi,3.7,Wheat,2960.0,16:00 - 18:00,2,40,0.42,0,1,0,49.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00385,C-02,Centre B - Singur Agro Hub,24.1,Wheat,2430.0,14:00 - 16:00,4,100,0.37,6,0,0,26.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00386,C-04,Centre D - Ranaghat Krishak Mandi,12.7,Maize,1720.0,16:00 - 18:00,3,90,0.82,1,0,0,15.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00387,C-01,Centre A - Burdwan Mandi,7.6,Potato,2920.0,10:00 - 12:00,3,80,0.46,8,0,1,35.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00388,C-03,Centre C - Memari Procurement Depot,44.9,Potato,850.0,08:00 - 10:00,2,60,0.69,7,0,1,28.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00389,C-01,Centre A - Burdwan Mandi,3.8,Wheat,1720.0,08:00 - 10:00,3,80,0.29,5,0,1,24.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00390,C-01,Centre A - Burdwan Mandi,9.4,Mustard,910.0,14:00 - 16:00,3,80,0.31,2,0,1,7.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00391,C-02,Centre B - Singur Agro Hub,28.6,Potato,1010.0,16:00 - 18:00,4,100,0.39,2,0,1,7.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00392,C-03,Centre C - Memari Procurement Depot,20.0,Mustard,2320.0,10:00 - 12:00,2,60,0.81,4,0,0,32.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00393,C-05,Centre E - Kalyani Storage & Hub,35.6,Potato,1390.0,14:00 - 16:00,2,50,0.6,3,0,1,23.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00394,C-04,Centre D - Ranaghat Krishak Mandi,3.1,Wheat,2170.0,10:00 - 12:00,3,90,0.17,10,0,1,36.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00395,C-03,Centre C - Memari Procurement Depot,24.8,Potato,2730.0,14:00 - 16:00,2,60,0.98,10,1,1,91.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00396,C-05,Centre E - Kalyani Storage & Hub,26.8,Potato,3440.0,10:00 - 12:00,2,50,0.47,11,0,1,64.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00397,C-02,Centre B - Singur Agro Hub,27.5,Paddy,2860.0,10:00 - 12:00,4,100,0.73,11,0,1,38.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00398,C-05,Centre E - Kalyani Storage & Hub,26.2,Maize,820.0,10:00 - 12:00,2,50,0.97,17,1,1,100.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00399,C-05,Centre E - Kalyani Storage & Hub,23.1,Wheat,500.0,10:00 - 12:00,2,50,0.34,3,0,1,13.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00400,C-05,Centre E - Kalyani Storage & Hub,16.7,Paddy,790.0,10:00 - 12:00,2,50,0.82,10,0,1,40.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00401,C-01,Centre A - Burdwan Mandi,27.2,Potato,3230.0,10:00 - 12:00,3,80,0.79,10,0,1,49.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00402,C-03,Centre C - Memari Procurement Depot,6.3,Mustard,1200.0,16:00 - 18:00,2,60,0.26,1,0,0,7.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00403,C-04,Centre D - Ranaghat Krishak Mandi,9.5,Mustard,3400.0,12:00 - 14:00,3,90,0.73,7,0,1,41.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00404,C-05,Centre E - Kalyani Storage & Hub,15.2,Paddy,2470.0,14:00 - 16:00,2,50,0.26,4,0,1,28.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00405,C-06,Centre F - Guskara Sub-Mandi,38.6,Maize,2740.0,14:00 - 16:00,2,40,0.62,1,1,0,47.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00406,C-05,Centre E - Kalyani Storage & Hub,6.5,Paddy,1840.0,16:00 - 18:00,2,50,0.42,0,0,1,17.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00407,C-03,Centre C - Memari Procurement Depot,29.4,Wheat,3380.0,10:00 - 12:00,2,60,0.83,8,0,0,54.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00408,C-01,Centre A - Burdwan Mandi,12.7,Wheat,420.0,10:00 - 12:00,3,80,0.36,2,0,1,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00409,C-01,Centre A - Burdwan Mandi,20.8,Potato,1580.0,14:00 - 16:00,3,80,0.29,3,0,1,19.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00410,C-04,Centre D - Ranaghat Krishak Mandi,35.9,Potato,2110.0,14:00 - 16:00,3,90,0.78,2,0,0,17.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00411,C-04,Centre D - Ranaghat Krishak Mandi,14.7,Potato,1250.0,08:00 - 10:00,3,90,0.94,6,1,0,59.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00412,C-01,Centre A - Burdwan Mandi,16.5,Maize,3450.0,08:00 - 10:00,3,80,0.89,13,0,1,66.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00413,C-06,Centre F - Guskara Sub-Mandi,40.3,Paddy,720.0,16:00 - 18:00,2,40,0.23,1,1,1,32.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00414,C-06,Centre F - Guskara Sub-Mandi,30.4,Maize,1180.0,12:00 - 14:00,2,40,0.23,3,1,0,46.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00415,C-05,Centre E - Kalyani Storage & Hub,4.3,Mustard,210.0,10:00 - 12:00,2,50,0.22,10,0,1,34.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00416,C-01,Centre A - Burdwan Mandi,9.3,Potato,1160.0,10:00 - 12:00,3,80,0.22,10,0,1,28.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00417,C-03,Centre C - Memari Procurement Depot,23.0,Mustard,2380.0,14:00 - 16:00,2,60,0.23,3,0,0,32.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00418,C-03,Centre C - Memari Procurement Depot,3.9,Paddy,1650.0,14:00 - 16:00,2,60,0.37,5,0,1,36.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00419,C-05,Centre E - Kalyani Storage & Hub,34.3,Potato,2400.0,10:00 - 12:00,2,50,0.22,5,0,1,26.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00420,C-05,Centre E - Kalyani Storage & Hub,4.6,Paddy,1480.0,16:00 - 18:00,2,50,0.58,4,0,1,22.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00421,C-06,Centre F - Guskara Sub-Mandi,39.9,Mustard,1770.0,16:00 - 18:00,2,40,0.22,4,1,1,50.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00422,C-05,Centre E - Kalyani Storage & Hub,8.3,Maize,3330.0,16:00 - 18:00,2,50,0.52,4,0,1,33.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00423,C-02,Centre B - Singur Agro Hub,7.4,Paddy,1600.0,10:00 - 12:00,4,100,0.97,16,1,1,67.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00424,C-03,Centre C - Memari Procurement Depot,5.7,Wheat,2040.0,08:00 - 10:00,2,60,0.61,7,0,0,36.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00425,C-05,Centre E - Kalyani Storage & Hub,35.8,Mustard,2260.0,08:00 - 10:00,2,50,0.58,4,0,1,27.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00426,C-05,Centre E - Kalyani Storage & Hub,41.8,Maize,2060.0,08:00 - 10:00,2,50,0.23,3,0,1,25.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00427,C-05,Centre E - Kalyani Storage & Hub,13.4,Wheat,2360.0,14:00 - 16:00,2,50,0.62,3,0,1,28.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00428,C-05,Centre E - Kalyani Storage & Hub,3.7,Maize,3140.0,14:00 - 16:00,2,50,0.43,2,0,1,31.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00429,C-06,Centre F - Guskara Sub-Mandi,40.6,Mustard,270.0,12:00 - 14:00,2,40,0.83,3,1,1,32.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00430,C-06,Centre F - Guskara Sub-Mandi,7.8,Potato,3410.0,10:00 - 12:00,2,40,0.52,10,1,0,90.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00431,C-03,Centre C - Memari Procurement Depot,29.8,Mustard,820.0,16:00 - 18:00,2,60,0.33,4,0,0,20.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00432,C-03,Centre C - Memari Procurement Depot,36.0,Potato,420.0,16:00 - 18:00,2,60,0.74,2,0,1,5.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00433,C-05,Centre E - Kalyani Storage & Hub,9.5,Maize,3090.0,08:00 - 10:00,2,50,0.32,1,0,1,25.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00434,C-03,Centre C - Memari Procurement Depot,17.8,Paddy,1730.0,12:00 - 14:00,2,60,0.48,7,0,1,38.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00435,C-06,Centre F - Guskara Sub-Mandi,18.0,Potato,2160.0,10:00 - 12:00,2,40,0.3,10,1,0,73.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00436,C-02,Centre B - Singur Agro Hub,14.3,Wheat,1480.0,08:00 - 10:00,4,100,0.29,5,0,0,15.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00437,C-02,Centre B - Singur Agro Hub,31.1,Paddy,1090.0,10:00 - 12:00,4,100,0.49,1,0,1,8.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00438,C-01,Centre A - Burdwan Mandi,29.8,Mustard,2180.0,10:00 - 12:00,3,80,0.16,4,0,1,18.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00439,C-03,Centre C - Memari Procurement Depot,40.5,Wheat,3010.0,14:00 - 16:00,2,60,0.53,2,0,0,29.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00440,C-05,Centre E - Kalyani Storage & Hub,6.4,Mustard,1890.0,16:00 - 18:00,2,50,0.7,4,0,1,30.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00441,C-03,Centre C - Memari Procurement Depot,28.2,Maize,1180.0,16:00 - 18:00,2,60,0.24,0,0,1,13.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00442,C-03,Centre C - Memari Procurement Depot,10.1,Wheat,1910.0,12:00 - 14:00,2,60,0.35,1,0,0,18.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00443,C-05,Centre E - Kalyani Storage & Hub,31.3,Mustard,2580.0,12:00 - 14:00,2,50,0.69,7,0,1,41.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00444,C-04,Centre D - Ranaghat Krishak Mandi,32.4,Potato,2090.0,16:00 - 18:00,3,90,0.31,3,0,0,25.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00445,C-02,Centre B - Singur Agro Hub,41.0,Maize,2420.0,14:00 - 16:00,4,100,0.57,5,0,0,24.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00446,C-02,Centre B - Singur Agro Hub,22.2,Wheat,2650.0,08:00 - 10:00,4,100,0.75,5,0,0,17.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00447,C-02,Centre B - Singur Agro Hub,11.6,Wheat,940.0,08:00 - 10:00,4,100,0.87,10,0,0,34.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00448,C-04,Centre D - Ranaghat Krishak Mandi,4.3,Potato,2290.0,14:00 - 16:00,3,90,0.63,4,0,0,28.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00449,C-04,Centre D - Ranaghat Krishak Mandi,7.2,Paddy,2450.0,16:00 - 18:00,3,90,0.59,2,0,1,23.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00450,C-02,Centre B - Singur Agro Hub,44.4,Wheat,3150.0,14:00 - 16:00,4,100,0.97,11,1,0,69.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00451,C-06,Centre F - Guskara Sub-Mandi,23.0,Paddy,2280.0,08:00 - 10:00,2,40,0.3,5,1,1,61.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00452,C-02,Centre B - Singur Agro Hub,23.1,Maize,2720.0,10:00 - 12:00,4,100,0.22,7,0,0,26.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00453,C-06,Centre F - Guskara Sub-Mandi,20.4,Mustard,1780.0,14:00 - 16:00,2,40,0.15,3,1,1,46.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00454,C-03,Centre C - Memari Procurement Depot,2.8,Maize,210.0,10:00 - 12:00,2,60,0.76,3,0,1,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00455,C-03,Centre C - Memari Procurement Depot,6.4,Wheat,1860.0,10:00 - 12:00,2,60,0.4,2,0,0,28.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00456,C-04,Centre D - Ranaghat Krishak Mandi,24.5,Maize,1630.0,16:00 - 18:00,3,90,0.72,1,0,0,16.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00457,C-04,Centre D - Ranaghat Krishak Mandi,9.1,Wheat,3190.0,10:00 - 12:00,3,90,0.82,1,0,1,26.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00458,C-02,Centre B - Singur Agro Hub,23.7,Potato,610.0,16:00 - 18:00,4,100,0.74,3,0,1,17.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00459,C-04,Centre D - Ranaghat Krishak Mandi,28.8,Wheat,2160.0,16:00 - 18:00,3,90,0.19,1,0,1,18.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00460,C-01,Centre A - Burdwan Mandi,18.4,Mustard,2010.0,14:00 - 16:00,3,80,0.54,1,0,1,14.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00461,C-06,Centre F - Guskara Sub-Mandi,20.1,Potato,530.0,12:00 - 14:00,2,40,0.58,5,1,0,41.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-00462,C-01,Centre A - Burdwan Mandi,7.1,Maize,580.0,16:00 - 18:00,3,80,0.24,1,0,1,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
